worker,latitude,longitude
1,20.7936,79.2191
2,21.7424,77.2502
3,19.9816,90.7933
4,33.9995,71.8585
5,20.2706,72.8304
6,15.4423,87.2168
7,19.0356,85.2758
8,17.8726,80.65
9,37.3808,91.7261
10,21.9891,85.0752
11,16.1152,89.8113
12,23.0549,72.3642
13,24.2109,82.136
14,36.7469,82.3807
15,12.1875,97.1639
16,35.9979,84.011
17,30.306,84.4156
18,31.751,91.719
19,17.9759,85.5703
20,9.1137,91.9486
21,19.3837,78.09
22,19.0907,77.4601
23,31.6024,79.2556
24,22.075,90.3834
25,30.3327,71.4246
26,31.7306,71.7342
27,35.989,91.2247
28,33.6132,86.8103
29,31.9752,70.8402
30,17.3699,83.854
31,27.7352,84.4332
32,26.8606,80.567
33,25.9797,86.7579
34,36.2515,96.8682
35,30.1326,71.2238
36,12.8453,87.149
37,29.7479,93.8134
38,18.18,95.2638
39,26.4379,80.7618
40,23.1618,93.0539
41,14.5573,91.1187
42,30.8477,88.9491
43,10.0823,73.0341
44,35.6174,95.9403
45,23.1732,84.3144
46,29.9114,95.592
47,25.084,89.3726
48,12.0911,79.3786
49,11.9785,92.0085
50,22.4543,72.346
51,24.5517,95.9686
52,9.4799,72.2485
53,37.447,75.5748
54,16.7796,97.2809
55,34.2175,91.906
56,23.4017,94.3449
57,13.3387,94.417
58,23.923,81.9849
59,31.0275,78.9268
60,33.6996,87.7511
61,29.3476,82.5114
62,28.7884,83.0663
63,9.0921,76.1063
64,36.7069,70.4397
65,37.5229,89.4177
66,26.5245,87.7712
67,36.8999,90.385
68,30.3362,88.0577
69,25.9109,88.8129
70,19.6601,81.5031
71,12.3799,82.6831
72,35.5445,79.2555
73,35.0865,80.5543
74,24.4762,92.0134
75,30.9683,88.2228
76,32.7105,93.372
77,32.7691,84.3945
78,16.1519,76.6923
79,24.0616,84.2185
80,21.7497,76.6066
81,31.9767,70.3242
82,17.1171,90.2116
83,15.1269,91.1917
84,16.6686,81.4088
85,30.0171,78.0553
86,19.648,80.6657
87,37.4724,85.2316
88,35.2725,70.6628
89,17.4833,73.8719
90,17.6963,87.6471
91,8.4604,79.5545
92,15.488,79.8142
93,15.5147,94.5032
94,29.3407,95.2135
95,35.6779,94.9962
96,8.9411,79.3285
97,14.2528,92.1976
98,31.0734,95.331
99,12.4018,96.5976
100,24.7935,83.82
